Misalign bytes,Performance,Fraction from basis
0,31826.488400887854,1
1,31809.243551331885,0.9994581604687658
32,31995.525258067268,1.0053112003765612
42,31921.098231506,1.0029726757607196
63,31832.058290339337,1.000175007980187
