Misalign bytes,Performance,Fraction from basis
0,105636.63492063493,1
1,97195.08276533593,0.9200887820627649
32,107563.54525862068,1.0182409288163472
42,95700.52732502397,0.9059407032127067
63,93811.98308270676,0.8880629636980385
